Grupo de Prioridade;Cenário;Identificador;Grupo de Processo;Unidade de Negócio;Área de Negócio;Lider do Cenário;Meu Envolvimento;Situação x Planejamento;Qtde. Execuções Concluídas;Status
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0028_02 PLU_AGRO 0028 CASCAVEL PR FABRICA DE RACAO;PLUMA_AGRO.GESTQ.0047.V11;Gestão de Estoques;PLUMA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0029_02 PLU_AGRO 0029 FORMOSA GO FABRICA DE RACAO;PLUMA_AGRO.GESTQ.0067.V11;Gestão de Estoques;PLUMA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0035_02 PLU_AGRO 0035 BRASILIA DF FABRICA DE RACAO;PLUMA_AGRO.GESTQ.0068.V11;Gestão de Estoques;PLUMA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0042_02 PLU_AGRO 0042 BARIRI SP FABRICA DE RACAO;PLUMA_AGRO.GESTQ.0061.V11;Gestão de Estoques;PLUMA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0059_02 PLU_AGRO 0059 DOIS VIZINHOS PR FABRICA DE RACAO;PLUMA_AGRO.GESTQ.0054.V11;Gestão de Estoques;PLUMA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0201_12 BEL_0001 ITAQUIRAI MS FABRICA DE FARINHAS E OLE;BELLO.GESTQ.0079.V11;Gestão de Estoques;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0202_02 BEL_0002 ITAQUIRAI MS FABRICA DE RACAO;BELLO.GESTQ.0076.V11;Gestão de Estoques;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0205_02 BEL_0005 AP DO TABOADO MS FABRICA DE RACAO;BELLO.GESTQ.0053.V11;Gestão de Estoques;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0205_12 BEL_0005 AP DO TABOADO MS FABRICA DE FARINHAS E;BELLO.GESTQ.0074.V11;Gestão de Estoques;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0212_09 BEL_0012 ELDORADO MS FABRICA DE INDUSTRIALIZADO;BELLO.GESTQ.0039.V11;Gestão de Estoques;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0214_02 BEL_0014 ITAPUI SP FABRICA DE RACAO;BELLO.GESTQ.0051.V11;Gestão de Estoques;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0232_09 BEL_0032 BALSA NOVA PR FABRICA DE INDUSTRIALIZA;BELLO.GESTQ.0073.V11;Gestão de Estoques;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0301_09 MAIS_FRA 0001 MIRAGUAI RS FABRICA DE INDUSTRIAL;MAIS_FRANGO.GESTQ.0018.V11;Gestão de Estoques;MAIS FRANGO MIRAGUAI LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0301_12 MAIS_FRA 0001 MIRAGUAI RS FABRICA DE FARINHAS E;MAIS_FRANGO.GESTQ.0006.V11;Gestão de Estoques;MAIS FRANGO MIRAGUAI LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0303_02 MAIS_FRA 0003 MIRAGUAI RS FABRICA DE RACAO;MAIS_FRANGO.GESTQ.0019.V11;Gestão de Estoques;MAIS FRANGO MIRAGUAI LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0402_02 PLUSV_AGRO 0002 UMUARAMA PR FABRICA DE RACAO;PLUSVAL.GESTQ.0038.V11;Gestão de Estoques;PLUSVAL AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0405_02 PLUSV_AGRO 0005 CASCAVEL PR FABRICA DE RACAO;PLUSVAL.GESTQ.0053.V11;Gestão de Estoques;PLUSVAL AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0406_12 PLUSV_AGRO 0006 CAPANEMA PR FABRICA DE FARINHAS;PLUSVAL.GESTQ.0040.V11;Gestão de Estoques;PLUSVAL AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0409_12 PLUSV_AGRO 0009 TUPASSI PR FABRICA DE FARINHAS;PLUSVAL.GESTQ.0045.V11;Gestão de Estoques;PLUSVAL AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0504_02 CASS_AGRO 0004 CASSILANDIA MS FABRICA DE RACAO;CASSILANDIA.GESTQ.0003.V11;Gestão de Estoques;CASSILANDIA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 1004_02 AST_COM 0004 ITAPUI SP FABRICA DE RACOES;ASTRA.GESTQ.0012.V11;Gestão de Estoques;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 1004_12 AST_COM 0004 ITAPUI SP FABRICA DE FARINHAS E OL;ASTRA.GESTQ.0007.V11;Gestão de Estoques;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 1005_02 AST_COM 0005 ITAPUI SP FABRICA DE RACAO;ASTRA.GESTQ.0020.V11;Gestão de Estoques;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 1201_02 MAR_TERRA 0001 ITAPORA MS FABRICA DE RACAO;MAR_E_TERRA.GESTQ.0034.V11;Gestão de Estoques;MAR & TERRA INDUSTRIA E COMERCIO DE PESCADOS S.A;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 1301_02 RAC_DRMX 0001 DOURADOS MS FABRICA DE RACAO;DOURAMIX.GESTQ.0001.V11;Gestão de Estoques;RACOES DOURAMIX LTDA;Produção;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado
